enrollment_id,week1_activity_count,week2_activity_count,week3_activity_count,week4_activity_count,week5_activity_count
116742,0,43,95,71,0
116743,26,5,80,85,0
116746,14,21,42,11,0
116751,0,0,0,32,0
116752,0,0,0,77,0
116755,0,80,6,29,0
116757,105,25,0,41,0
116763,43,10,40,66,9
116765,18,0,42,40,0
116768,13,22,137,52,0
116769,0,0,71,40,55
116770,0,57,205,47,5
116773,1,11,0,9,0
116774,12,0,44,15,1
116775,0,0,0,6,8
116777,0,0,0,6,0
116780,1,57,0,70,0
116782,0,0,0,23,0
116783,0,0,0,13,0
116785,0,0,0,5,0
116786,0,0,0,3,0
116788,0,0,0,2,0
116789,0,0,0,11,0
116790,0,0,0,17,0
116792,0,0,0,11,0
116793,38,0,24,82,0
116794,0,0,0,16,0
116796,0,0,0,6,0
116800,0,0,0,1,0
116802,0,0,10,1,0
116804,49,0,0,5,0
116806,0,8,71,5,0
116808,80,12,0,11,0
116813,5,4,15,7,0
116814,0,0,0,11,0
116818,0,0,0,6,0
116820,26,0,0,2,0
116823,0,0,0,34,0
116830,0,0,0,109,17
116831,0,0,0,166,0
116833,0,0,0,2,0
116835,0,0,0,2,0
116838,0,0,0,1,0
116841,0,0,0,5,0
116842,0,0,0,43,0
116844,0,0,0,7,0
116851,0,0,0,93,0
116853,0,0,0,3,0
116855,0,1,0,67,0
116857,0,53,4,49,0
116860,0,0,0,2,0
116863,0,0,0,12,31
116865,25,21,0,1,0
116866,44,12,9,20,23
116867,100,8,141,66,0
116868,0,0,0,33,1
116874,0,0,0,1,0
116876,0,0,0,27,0
116878,0,0,0,1,0
116881,0,0,0,8,60
116884,0,79,37,12,0
116885,0,0,0,1,0
116888,0,0,0,11,0
116891,0,0,0,1,0
116892,0,0,0,1,0
116900,0,0,0,1,0
116904,30,14,0,83,0
116907,0,0,0,5,0
116911,0,0,0,16,0
116917,0,0,65,45,8
116919,86,33,73,63,25
116929,0,0,0,3,0
116931,0,0,0,76,0
116932,38,34,32,42,15
116936,0,0,0,0,56
116937,0,0,0,7,36
116940,0,0,0,0,15
116942,0,0,0,0,39
116946,0,0,77,98,17
116952,0,0,0,0,6
116955,102,34,89,67,8
116960,0,0,0,0,2
116961,0,0,0,147,3
116962,0,0,88,16,3
116963,0,55,282,109,8
116964,157,55,78,23,7
116965,0,0,0,0,58
116967,155,19,65,0,14
116969,0,0,0,0,53
116970,0,0,0,0,7
116971,0,0,0,0,14
116972,0,0,0,31,5
116974,0,0,0,0,35
116978,0,34,0,13,1
116980,113,26,9,27,16
116982,16,0,0,0,7
116983,30,0,0,0,48
116987,0,5,0,59,21
116988,0,0,0,5,13
116993,0,0,0,14,0
116994,0,0,0,29,0
116996,0,0,0,0,6
116998,0,0,0,0,40
116999,0,1,0,15,0
117001,22,4,10,0,12
117003,0,33,0,0,7
117004,0,0,0,0,14
117007,19,0,0,0,4
117010,0,0,83,0,17
117011,0,0,0,0,4
117012,0,0,0,0,101
117013,60,20,88,0,59
117018,0,0,0,0,127
117021,0,0,0,105,9
117025,0,0,0,0,19
117027,52,5,0,11,7
117028,100,115,111,9,0
117029,0,0,0,0,62
117033,0,0,0,0,7
117034,0,0,0,1,0
117037,0,13,0,0,39
117040,0,0,0,0,20
117041,0,0,0,0,1
117042,0,0,83,0,51
117045,0,0,0,0,9
117050,0,0,0,0,9
117051,8,6,0,0,15
117054,0,1,98,7,5
117055,0,7,0,0,6
117056,0,7,0,0,19
117063,0,0,25,0,1
117065,0,0,0,0,1
117066,0,0,0,0,2
117067,0,0,0,4,0
117073,17,23,103,81,10
117079,21,7,37,34,5
117085,0,0,0,0,22
117093,0,0,0,3,0
117094,0,0,0,1,0
117096,26,7,0,15,0
117098,0,0,0,0,79
117110,0,0,0,2,0
117113,0,0,0,0,2
117114,0,0,0,0,7
117118,73,32,120,61,89
117121,0,0,0,0,2
117125,0,0,0,0,1
117126,0,0,0,0,9
117128,0,0,0,0,28
117129,0,0,0,0,15
117131,0,0,0,0,1
117132,0,0,0,0,59
117133,0,0,0,0,7
117138,0,0,0,0,31
117152,0,0,0,1,0
117153,0,0,153,0,45
117157,0,0,0,1,0
117164,183,26,1,85,4
117165,21,0,0,0,1
117166,0,0,0,0,1
117172,0,2,32,0,11
117175,0,0,0,0,7
117177,0,0,18,5,0
117178,18,0,0,0,84
117179,2,4,0,0,15
117182,0,0,0,20,2
117183,0,0,0,0,12
117189,41,38,66,0,36
117191,0,0,0,0,1
117196,0,0,54,0,48
117199,0,26,0,0,31
117213,0,0,0,14,0
117214,0,0,0,0,2
117216,0,0,0,0,14
117222,0,0,0,0,1
117224,7,57,0,14,7
117225,92,14,71,33,23
117228,0,0,1,0,1
117229,0,0,0,1,0
117230,0,0,0,0,10
117232,0,0,4,254,0
117234,0,0,0,0,3
117236,45,9,0,0,52
117238,1,0,0,0,12
117239,0,0,0,0,7
117240,0,15,0,0,9
117243,0,0,0,0,7
117245,125,0,0,4,0
117247,0,0,0,16,7
117253,12,6,49,0,39
117257,0,0,0,0,2
117258,0,0,0,0,34
117259,2,61,50,0,37
117262,0,0,0,0,1
117263,0,0,94,24,17
117266,0,0,0,0,24
117268,25,15,0,0,9
117270,26,11,0,0,43
117271,0,5,7,22,0
117272,0,0,0,0,1
117275,0,0,0,0,3
117276,0,0,0,0,9
117284,0,0,23,4,18
117286,5,0,0,2,1
117290,0,0,0,0,22
117291,0,0,93,59,11
117296,0,0,0,0,8
117297,0,0,0,0,118
117298,0,0,0,0,2
117299,0,0,0,0,1
117300,0,0,0,21,8
117304,0,0,0,0,7
117308,235,7,142,150,16
117309,0,0,0,0,30
117311,0,0,0,0,1
117312,0,0,0,0,6
117313,0,0,0,7,10
117314,0,0,0,28,53
117316,0,0,8,87,5
117322,0,5,40,0,34
117326,0,0,0,0,77
117330,0,0,6,0,28
117334,0,0,0,0,87
117338,0,0,0,0,1
117340,0,1,0,11,0
117343,0,42,15,15,50
117348,5,0,0,0,0
117349,2,0,0,0,0
117351,8,0,0,0,0
117352,17,0,0,0,0
117353,4,0,0,0,0
117355,33,0,0,0,0
117357,5,7,0,0,0
117358,1,0,0,0,0
117360,1,0,0,0,0
117361,29,0,0,0,0
117363,8,0,0,0,0
117365,9,0,0,0,0
117366,1,0,0,0,0
117369,10,0,0,0,0
117372,60,0,43,0,0
117375,28,6,36,0,0
117376,9,0,0,0,0
117378,8,0,0,0,0
117381,5,0,0,0,0
117383,2,0,0,0,0
117384,10,16,0,0,0
117387,10,0,0,0,0
117390,6,0,0,0,0
117391,42,32,0,0,0
117393,4,0,0,0,0
117394,222,20,44,32,0
117395,8,0,0,0,0
117398,2,0,0,0,0
117400,11,0,0,0,0
117403,12,0,0,0,0
117404,5,0,0,5,0
117411,5,0,0,0,0
117412,28,0,0,0,0
117414,11,0,0,0,0
117415,52,0,0,0,0
117417,51,0,0,0,0
117418,9,0,0,0,0
117424,12,0,0,0,0
117428,13,0,0,0,0
117431,6,0,0,0,0
117433,8,0,5,0,0
117436,9,0,0,0,0
117438,8,0,0,0,0
117440,6,0,0,0,0
117441,2,0,0,0,0
117448,13,0,0,0,0
117449,14,0,0,0,0
117453,51,0,0,0,0
117456,1,0,0,0,0
117458,5,0,0,0,0
117459,6,7,4,0,0
117462,8,0,0,0,0
117463,15,0,0,0,0
117465,25,0,1,0,0
117469,1,0,0,0,0
117471,4,0,0,0,0
117475,17,0,0,0,0
117480,11,0,7,0,0
117482,1,0,0,0,0
117486,9,0,0,0,0
117487,111,34,112,11,0
117488,29,0,0,0,0
117490,1,0,0,0,0
117491,12,0,0,0,0
117493,10,19,0,0,0
117494,3,0,5,0,0
117495,8,0,0,0,0
117496,10,0,0,0,0
117502,0,148,2411,1012,118
117507,90,55,91,14,0
117509,21,21,3,0,28
117511,10,0,12,0,0
117513,0,162,201,47,0
117515,0,0,2,0,0
117517,29,8,0,0,0
117522,216,218,340,77,49
117525,45,62,21,75,0
117527,0,31,123,0,0
117530,175,60,2,44,0
117531,3,0,0,0,0
117533,15,157,139,9,63
117536,306,130,202,110,0
117538,1,0,1,0,0
117539,0,0,9,0,0
117540,0,0,1,0,0
117545,0,0,29,0,0
117546,0,11,0,0,0
117547,0,88,79,0,0
117548,0,1,0,0,0
117549,0,0,293,38,0
117551,0,0,0,7,0
117554,9,21,0,0,0
117557,0,0,58,74,0
117559,0,0,153,3,0
117560,33,95,8,422,1
117561,66,107,6,3,0
117564,48,1,0,4,0
117573,0,0,7,0,0
117574,0,0,84,0,0
117582,29,12,6,0,0
117587,0,6,0,0,0
117591,0,0,1,0,0
117592,0,13,48,0,0
117594,0,0,2,0,0
117598,114,16,44,8,0
117600,0,0,149,50,0
117602,53,39,10,29,0
117603,0,3,0,0,0
117607,0,25,21,0,0
117614,0,0,6,0,0
117616,56,0,26,56,0
117621,0,0,30,0,0
117623,0,38,0,0,0
117624,0,32,0,0,0
117630,7,0,0,0,0
117632,0,31,6,0,0
117633,0,8,0,0,0
117636,194,14,154,0,0
117637,308,213,133,0,0
117641,157,163,101,26,47
117642,0,0,7,0,0
117643,115,79,50,15,0
117644,114,29,5,0,0
117645,0,30,0,0,0
117647,71,1,0,0,0
117650,0,0,2,0,0
117652,33,122,70,299,0
117653,6,49,0,0,0
117654,18,24,5,0,9
117656,0,205,3,0,0
117657,0,0,18,58,0
117658,2,19,1,0,0
117659,18,0,0,0,0
117662,0,0,2,0,12
117663,4,8,0,0,0
117665,28,0,64,0,0
117667,0,0,27,106,0
117669,85,0,147,73,0
117674,0,0,1,0,0
117676,0,13,0,0,0
117678,0,0,293,136,37
117683,1,0,4,0,0
117686,146,144,104,106,0
117687,0,0,8,0,0
117689,1,0,0,0,0
117692,0,0,1,0,0
117693,0,0,141,105,0
117695,0,0,2,1,0
117697,0,343,0,0,0
117702,0,0,19,0,0
117703,103,52,36,12,7
117706,2,0,0,0,0
117709,38,0,40,0,43
117710,0,0,0,6,0
117712,1,0,8,1,0
117714,1,0,133,0,0
117715,0,1,0,0,0
117716,0,92,0,0,0
117722,63,0,0,0,0
117730,0,162,0,114,0
117732,0,83,27,0,0
117739,0,14,0,0,0
117744,0,0,16,0,0
117746,14,0,0,0,0
117751,0,0,0,34,4
117755,8,0,0,0,0
117758,0,0,1,26,0
117759,120,184,161,0,4
117763,0,0,6,0,0
117764,102,24,24,93,4
117765,2,0,0,0,0
117767,47,0,0,0,0
117770,0,100,0,0,0
117772,0,8,0,0,0
117773,0,0,2,0,0
117776,6,0,117,42,0
117785,42,2,0,0,0
117789,0,0,1,0,0
117799,17,0,0,0,0
117802,0,0,1,0,0
117809,0,7,0,0,0
117810,76,5,0,0,0
117812,0,42,41,5,0
117813,0,1,0,0,0
117814,0,0,81,89,29
117817,0,0,24,0,0
117822,9,1,0,0,0
117823,40,208,38,84,0
117825,6,8,0,0,0
117829,0,0,0,13,0
117834,0,0,7,0,0
117836,46,79,130,73,20
117843,0,13,0,0,0
117845,87,6,110,0,0
117847,0,9,0,0,0
117849,42,0,27,6,0
117851,0,0,46,12,0
117854,0,1,0,0,0
117857,6,0,0,0,0
117862,0,0,1,0,0
117863,0,5,0,0,0
117865,53,3,1,20,0
117871,0,1,0,0,0
117872,0,0,22,0,0
117873,0,60,24,45,60
117876,80,0,30,2,0
117878,7,0,255,0,0
117883,131,96,51,70,30
117885,0,6,16,95,8
117890,25,38,166,70,1
117891,0,1,0,0,0
117894,0,37,0,0,0
117895,1,33,41,0,0
117901,0,0,2,0,0
117904,0,20,9,0,0
117905,11,0,0,0,0
117906,116,8,14,0,0
117907,60,12,45,0,14
117909,0,0,0,6,0
117911,0,3,0,0,0
117915,52,0,0,0,0
117916,0,2,9,11,2
117917,0,0,2,0,0
117919,0,270,15,0,0
117921,0,0,1,0,0
117923,11,7,15,0,0
117929,90,39,59,45,0
117931,0,0,2,1,0
117934,0,6,0,0,0
117937,10,109,82,0,0
117940,74,173,138,43,0
117941,16,0,0,0,0
117943,202,139,68,50,0
117944,59,0,42,0,0
117946,0,0,62,97,0
117948,109,85,10,24,0
117951,6,0,0,5,0
117954,8,0,61,40,0
117960,222,109,0,0,0
117961,0,1,0,0,0
117962,0,0,14,0,0
117963,1,0,0,0,0
117968,0,0,13,0,0
117972,0,0,25,0,0
117973,27,0,0,0,0
117975,0,8,0,0,0
117976,0,1,0,0,0
117977,0,42,0,0,0
117980,3,0,0,0,0
117987,0,56,93,0,0
117988,0,17,0,0,0
117992,0,0,1,0,0
117993,0,29,22,0,0
117994,0,83,31,28,0
117995,5,0,383,29,0
117998,0,0,9,0,0
117999,0,0,34,0,0
118001,1,0,0,0,0
118002,65,9,0,0,0
118004,0,21,0,0,0
118010,16,0,0,183,0
118014,70,0,1,0,0
118016,5,113,0,110,0
118021,173,120,21,0,0
118023,57,0,0,0,0
118025,98,0,74,0,0
118030,0,0,9,0,0
118031,14,28,208,39,0
118032,0,5,0,0,0
118039,20,20,2,0,0
118046,0,13,0,0,0
118047,10,0,0,0,0
118054,51,0,0,0,0
118057,161,93,89,80,67
118058,0,21,0,0,0
118060,4,0,0,8,0
118065,0,0,10,0,0
118067,0,0,75,5,1
118068,2,0,0,0,0
118070,0,0,231,36,0
118074,0,0,1,0,0
118082,0,0,20,0,0
118088,0,2,0,0,0
118090,193,34,10,0,0
118099,0,2,0,0,0
118105,62,24,0,11,0
118107,0,2,9,0,0
118108,0,44,0,0,0
118109,0,0,1,0,0
118112,0,1,12,0,0
118116,111,23,0,0,0
118120,91,58,14,0,0
118121,3,0,0,4,0
118122,0,0,8,0,0
118123,0,0,15,0,0
118126,0,2,0,0,0
118128,5,0,0,0,0
118132,8,0,0,8,0
118134,10,8,0,0,0
118135,0,0,16,0,0
118136,0,0,4,0,0
118137,0,12,0,0,0
118138,0,0,1,0,0
118139,79,0,0,0,0
118143,0,22,0,4,0
118145,68,28,17,80,0
118146,0,0,0,2,11
118153,18,1,5,2,0
118154,22,0,0,145,0
118160,16,5,0,0,0
118161,0,0,115,56,0
118165,0,0,58,0,2
118166,19,10,10,0,0
118168,0,19,0,0,0
118169,0,0,48,36,0
118171,15,7,16,7,0
118175,0,24,0,0,0
118177,0,0,23,0,0
118178,113,263,29,220,10
118181,0,0,0,141,0
118184,0,98,15,0,0
118191,18,0,0,0,0
118192,577,873,0,2,0
118193,0,8,0,12,0
118199,32,0,0,0,0
118202,1,17,10,0,0
118204,125,16,160,209,53
118205,0,0,27,0,0
118207,0,0,7,0,0
118213,0,1,0,0,0
118216,0,3,0,0,0
118217,12,1,0,0,0
118219,177,91,104,100,6
118220,0,0,8,0,0
118222,88,26,40,20,0
118225,59,25,39,0,0
118226,0,71,10,0,0
118227,2,3,0,0,0
118229,125,220,3,0,0
118231,0,0,0,14,1
118233,0,0,2,0,0
118235,2,0,0,0,0
118237,0,23,5,0,0
118240,0,0,0,13,0
118241,0,0,11,0,0
118243,4,0,0,0,0
118246,154,25,3,64,0
118249,0,31,265,0,0
118250,6,0,0,0,0
118251,23,29,0,0,0
118252,0,0,528,428,0
118256,0,29,0,0,0
118259,0,0,0,1,0
118260,141,29,0,0,24
118263,0,0,7,0,0
118268,30,0,22,16,16
118270,0,49,5,0,0
118271,11,28,0,0,0
118272,0,32,0,0,0
118276,14,0,0,0,0
118277,16,0,11,0,0
118278,0,27,0,0,0
118280,0,1,0,0,0
118284,0,8,22,0,0
118287,75,14,5,0,0
118294,272,30,5,0,0
118295,0,0,1,0,0
118297,0,1,0,0,0
118298,66,0,10,572,0
118301,1,0,1,1,0
118303,15,0,0,0,0
118309,11,0,0,0,0
118312,7,74,227,104,0
118320,112,110,0,0,0
118323,12,0,0,0,0
118324,0,5,12,0,0
118327,0,2,25,0,0
118335,48,20,0,0,0
118336,51,49,77,7,5
118340,0,2,46,0,0
118342,9,0,0,0,0
118343,1,18,0,0,0
118344,7,0,0,0,0
118345,0,0,0,7,0
118347,0,36,0,10,0
118351,64,0,18,0,0
118358,0,68,40,0,0
118360,0,38,13,0,0
118363,6,0,78,64,7
118366,0,0,7,0,0
118370,48,10,251,0,0
118375,1,0,21,0,0
118376,2,0,0,0,0
118382,44,0,7,0,0
118383,123,0,0,9,0
118386,9,0,0,0,0
118389,0,2,0,0,0
118392,0,0,0,5,0
118394,38,68,99,112,18
118395,14,5,9,8,0
118396,0,1,0,0,0
118401,306,327,277,238,7
118402,0,0,10,0,0
118405,0,1,0,0,0
118415,29,0,19,0,0
118417,23,22,8,0,0
118419,109,0,70,49,0
118425,83,20,16,9,0
118427,69,0,5,0,0
118432,1,0,1,0,0
118434,0,107,0,0,0
118436,0,15,19,0,0
118438,0,0,0,9,0
118440,0,0,8,0,0
118443,121,47,13,107,45
118447,0,11,0,0,0
118448,13,1,0,0,0
118450,24,0,0,14,0
118451,58,2,0,0,0
118453,5,80,65,0,0
118454,0,199,23,61,4
118457,4,0,0,6,0
118461,9,0,0,0,0
118463,0,142,0,0,0
118464,0,0,1,0,0
118469,3,0,12,0,0
118470,0,0,14,0,0
118471,0,1,0,0,0
118472,0,1,0,0,0
118473,0,5,77,4,0
118476,0,14,0,0,0
118477,90,0,15,102,17
118481,0,6,11,0,0
118483,0,13,0,0,0
118484,43,32,24,34,0
118485,6,0,0,0,0
118487,5,0,37,0,0
118489,9,21,0,0,0
118490,0,0,27,0,0
118493,20,12,4,0,0
118494,0,217,172,178,0
118497,37,0,11,0,0
118499,20,0,9,0,0
118502,1,0,0,0,0
118505,9,0,2,7,0
118509,0,0,0,3,0
118512,156,2,139,122,0
118515,11,0,164,69,0
118518,16,23,0,100,0
118522,0,10,4,0,0
118524,0,3,105,42,64
118525,0,0,21,0,0
118529,95,36,21,0,0
118530,2,0,0,0,0
118531,0,0,0,12,0
118536,86,31,21,2,0
118537,0,0,0,1,0
118540,0,1,0,0,0
118547,35,0,0,0,0
118551,0,41,0,0,0
118553,0,60,0,0,0
118561,0,6,0,0,0
118566,20,16,83,12,0
118568,3,0,0,0,0
118570,124,18,0,11,0
118575,0,57,0,0,0
118582,0,0,10,0,0
118583,0,0,1,0,0
118587,0,15,0,0,0
118588,0,50,0,0,0
118593,0,36,7,0,0
118599,0,11,0,0,0
118600,0,0,0,9,0
118601,0,0,2,0,0
118603,13,0,0,0,0
118604,6,0,0,0,0
118614,0,0,19,0,0
118616,0,0,1,0,0
118618,0,0,311,14,8
118619,0,7,0,0,0
118622,0,8,0,0,0
118623,16,15,31,11,0
118624,0,12,0,0,0
118626,0,38,2,33,0
118627,0,0,6,0,0
118628,0,0,0,5,0
118629,0,54,4,0,0
118630,0,0,2,2,0
118631,8,14,0,0,0
118632,0,0,1,3,0
118633,0,196,5,25,0
118634,1,0,0,0,0
118636,0,2,0,0,0
118640,0,13,0,0,0
118641,0,0,0,7,37
118644,0,3,0,0,0
118647,0,109,4,166,0
118649,4,0,10,1,0
118651,1,0,4,0,0
118654,58,0,0,0,0
118660,0,5,0,4,0
118662,4,0,5,0,0
118666,0,27,0,0,0
118667,0,267,21,133,185
118668,0,18,0,0,0
118672,0,0,20,0,0
118676,7,5,0,25,6
118679,1,0,0,0,0
118690,14,4,4,3,0
118691,0,7,0,0,0
118693,16,0,0,0,0
118694,0,143,257,0,0
118697,0,0,11,0,0
118699,29,6,0,0,0
118700,0,0,329,480,15
118703,5,23,0,127,0
118707,0,0,0,13,0
118717,0,0,0,3,0
118718,0,0,0,1,0
118720,0,0,1,0,0
118724,0,8,0,0,0
118725,8,27,97,19,30
118726,18,0,0,0,0
118731,0,47,0,0,0
118732,169,103,175,46,122
118736,0,52,1,0,0
118737,1,0,0,0,0
118738,2,0,68,0,0
118744,0,12,0,40,7
118745,0,6,0,111,20
118754,0,178,134,0,0
118755,6,0,10,0,0
118758,0,0,1,0,0
118761,40,64,249,95,0
118763,1,0,0,0,0
118771,27,51,145,31,0
118776,64,0,0,0,0
118777,0,5,0,0,0
118781,1,0,0,0,0
118783,2,1,10,0,0
118794,2,0,9,2,0
118796,145,54,117,0,0
118799,35,0,37,49,0
118802,0,25,0,0,0
118808,29,45,12,0,0
118809,0,16,0,0,0
118810,0,16,0,0,0
118815,0,7,0,0,0
118816,0,0,124,0,0
118817,2,0,0,0,0
118819,80,97,404,130,0
118823,0,0,7,0,0
118825,0,0,11,0,0
118828,0,0,9,0,0
118829,0,18,0,8,0
118830,0,0,5,0,0
118832,10,0,0,0,0
118835,0,29,0,0,0
118836,0,16,6,0,0
118839,0,255,129,119,0
118840,0,15,0,0,0
118843,1,0,1,0,0
118844,0,2,6,0,0
118845,0,0,10,19,0
118850,24,189,35,0,0
118855,0,25,0,72,0
118857,0,0,0,1,0
118861,0,0,2,0,0
118862,0,0,1,0,0
118863,0,0,1,0,0
118872,0,231,0,35,0
118876,61,28,4,20,0
118878,0,20,0,0,0
118881,231,257,398,241,0
118883,0,0,1,0,0
118886,25,0,0,0,0
118888,0,0,0,4,0
118890,0,10,24,9,0
118907,1,0,13,1,0
118908,0,17,77,9,0
118911,0,52,7,0,0
118914,4,0,0,0,0
118916,18,18,0,0,0
118917,0,9,0,0,0
118918,0,0,27,0,0
118919,0,1,0,0,0
118920,301,1,147,8,198
118921,0,0,107,0,0
118922,49,2,4,0,0
118924,52,0,7,0,0
118925,0,0,1,23,22
118926,12,96,21,69,0
118932,340,20,295,0,0
118933,0,9,0,0,0
118939,22,0,0,0,0
118941,1,0,0,0,0
118943,25,2,11,0,0
118944,3,2,0,0,0
118952,0,15,0,0,0
118957,0,3,0,0,0
118959,12,0,0,0,0
118963,11,0,0,0,0
118964,5,2,0,0,0
118965,144,0,0,0,0
118970,0,21,0,0,0
118977,0,8,0,0,0
118983,0,65,15,0,0
118985,161,176,58,39,0
118986,0,52,7,0,0
118987,44,40,0,0,0
118993,64,43,5,0,0
118995,133,0,128,1,134
119002,0,0,32,0,0
119003,8,0,0,0,0
119005,119,66,97,38,213
119008,0,1,0,0,0
119009,0,29,0,0,78
119012,0,12,0,0,0
119014,6,0,0,0,0
119021,0,2,0,0,0
119026,0,10,0,0,0
119027,67,40,23,59,0
119033,1,0,0,0,0
119037,0,0,2,0,0
119038,0,0,44,0,0
119042,138,29,0,0,1
119043,17,0,14,0,0
119048,2,0,0,0,0
119050,0,9,0,0,0
119054,38,0,0,0,0
119056,10,0,0,0,0
119059,13,0,0,0,0
119064,7,0,0,0,0
119074,82,0,0,0,0
119076,38,0,0,0,0
119077,74,0,3,0,0
119082,11,0,0,0,0
119090,79,26,0,0,0
119094,0,1,0,0,0
119095,0,42,11,0,0
119097,25,1,0,0,0
119102,37,0,23,0,0
119104,8,160,8,0,193
119106,27,0,0,0,0
119108,8,0,0,0,0
119112,0,0,51,0,0
119127,0,12,0,28,0
119130,0,8,0,0,0
119132,8,0,0,0,0
119134,3,13,0,0,0
119137,29,0,0,0,0
119138,0,0,172,46,0
119140,0,7,0,0,0
119143,40,77,4,23,0
119146,0,1,0,0,0
119152,0,28,0,0,0
119159,40,14,0,0,0
119160,40,42,49,37,21
119161,28,16,55,38,0
119162,0,0,2,0,0
119163,53,35,40,0,0
119165,10,48,0,0,27
119166,53,77,45,61,53
119167,44,39,0,208,50
119171,0,7,0,0,0
119172,39,160,20,0,0
119174,86,0,74,58,28
119178,24,4,0,0,0
119180,96,0,0,0,0
119185,37,29,0,0,0
119190,0,39,0,0,0
119192,33,70,2,50,0
119196,52,0,0,0,0
119199,1,0,0,6,0
119200,253,10,20,12,0
119201,85,135,35,4,7
119203,0,6,0,0,0
119204,12,14,0,0,16
119205,1,11,0,0,0
119207,15,0,67,0,0
119208,2,0,0,0,0
119212,0,12,0,0,0
119217,0,17,0,10,0
119223,0,6,12,0,0
119224,0,26,0,0,0
119233,1,0,0,0,0
119234,3,0,0,0,0
119237,0,29,0,0,0
119238,14,0,0,0,0
119239,37,41,0,0,12
119241,0,2,0,0,0
119243,71,58,22,43,71
119245,83,41,4,29,42
119256,25,4,53,0,0
119258,2,0,0,0,0
119262,16,4,4,0,72
119267,2,0,0,0,0
119272,0,0,49,0,0
119275,64,38,3,0,0
119276,0,471,17,19,0
119285,7,0,0,0,0
119294,52,175,0,52,0
119295,0,5,0,0,0
119296,0,1,0,0,0
119300,0,45,0,0,0
119303,24,0,0,0,0
119304,239,55,191,283,0
119305,93,58,20,30,0
119309,139,78,6,5,61
119314,1,0,0,1,0
119317,8,0,0,0,0
119319,1,0,335,0,0
119320,0,13,0,0,0
119325,230,125,39,156,103
119328,20,27,0,0,0
119329,0,1,0,0,0
119330,0,146,11,17,4
119331,0,6,0,0,0
119332,0,10,0,0,0
119335,0,25,0,0,0
119338,0,0,1,0,0
119340,34,0,0,0,0
119341,8,0,0,7,0
119343,0,23,0,0,0
119344,0,1,0,0,0
119346,0,6,0,0,0
119350,1,0,0,0,0
119351,0,0,27,0,0
119355,91,0,0,0,0
119358,0,0,70,21,0
119360,91,35,147,0,5
119361,48,40,0,0,0
119362,21,11,71,0,0
119363,67,0,173,0,0
119366,0,40,9,0,0
119368,17,7,0,0,0
119369,0,1,0,0,0
119372,98,48,1,55,18
119374,108,5,107,82,45
119375,365,0,41,539,125
119384,11,0,0,0,0
119385,0,0,1,0,0
119395,17,0,0,0,0
119396,25,0,0,16,0
119397,0,0,3,0,0
119400,30,0,0,0,0
119401,0,25,21,0,0
119404,0,134,0,0,0
119405,0,217,0,0,0
119407,14,0,0,0,7
119408,0,11,0,0,0
119410,127,0,86,23,99
119411,0,35,0,0,0
119413,69,4,70,10,0
119418,11,40,0,4,0
119424,39,67,10,1,0
119428,0,0,1,0,0
119431,4,0,4,11,40
119435,70,47,15,58,0
119443,1,0,0,0,0
119444,0,1,0,0,0
119446,1,0,0,0,0
119449,0,55,0,0,0
119450,11,2,4,0,0
119451,0,0,21,0,0
119453,23,0,0,0,0
119455,11,40,8,0,0
119456,221,43,0,4,0
119457,148,0,5,205,47
119461,33,30,3,36,0
119462,0,99,291,72,0
119464,16,0,0,0,0
119469,0,0,1,0,0
119470,6,22,0,0,0
119471,0,185,166,9,4
119472,31,5,0,0,0
119476,23,0,0,0,0
119477,1,0,13,0,0
119478,122,180,0,5,0
119479,0,0,26,0,0
119486,63,0,0,7,0
119496,12,0,0,0,0
119497,11,0,0,0,0
119498,6,0,0,0,0
119501,40,2,6,39,18
119502,0,0,1,0,0
119508,6,7,0,0,0
119510,0,1,21,0,0
119515,65,72,17,0,8
119516,0,0,147,0,0
119517,8,0,1,0,0
119520,114,94,3,23,0
119525,23,0,0,0,0
119529,11,0,0,0,0
119531,10,100,0,0,0
119534,125,5,64,35,0
119536,0,0,12,0,0
119537,0,2,0,0,0
119544,3,0,0,0,0
119547,23,9,0,0,2
119550,0,0,63,0,0
119552,5,67,0,0,0
119554,14,0,0,0,0
119555,11,0,0,0,0
119558,48,0,3,0,0
119562,0,10,0,0,0
119563,37,33,0,0,0
119564,77,24,25,31,0
119565,5,15,0,0,0
119569,0,0,7,0,0
119570,9,51,0,10,0
119572,2,0,0,0,0
119574,26,0,14,0,0
119575,119,3,9,0,0
119577,36,14,1,0,32
119580,45,0,65,0,0
119581,0,15,0,0,0
119584,2,0,0,0,0
119595,0,19,0,0,0
119601,0,8,0,28,0
119602,18,20,3,20,0
119603,48,9,64,11,107
119607,71,7,0,0,0
119617,81,21,21,0,0
119620,6,1,2,0,0
119621,1,0,0,0,0
119627,0,6,0,0,0
119629,0,1,0,8,0
119630,0,1,0,1,0
119632,7,0,1,0,0
119633,128,42,6,57,12
119637,3,0,0,0,0
119639,0,1,0,0,0
119641,0,21,2,1,0
119642,26,0,7,4,0
119644,1,0,0,0,0
119646,6,0,0,0,0
119649,1,0,0,0,0
119653,178,7,1,47,0
119658,63,0,22,4,1
119667,0,2,12,0,0
119668,0,7,0,0,0
119673,0,0,1,0,0
119677,26,0,0,0,0
119681,0,15,0,0,0
119684,0,9,0,19,0
119685,23,61,2,31,32
